orgnr,latest_year,latest_revenue_sek,latest_profit_sek,latest_ebitda_sek,revenue_cagr_3y,revenue_cagr_5y,avg_ebitda_margin,avg_net_margin,equity_ratio_latest,debt_to_equity_latest,revenue_per_employee,ebitda_per_employee,digital_presence,company_size_bucket,growth_bucket,profitability_bucket,calculated_at,source_job_id
5560881889,2024,77829.0,1231.0,10691.0,0.32480897775123263,,0.10089071387831523,0.015245252509391908,0.7079276773296245,0.412573673870334,3113.16,427.64,0,medium,high,low,2025-11-07T09:37:21.242731,151e5a04-14f6-48db-843e-9dad22f371d0
5560884727,2024,174000.0,1000.0,16000.0,0.05015778879086885,,0.09504472426118081,0.01097108120075985,0.9047619047619048,0.10526315789473684,2761.904761904762,253.96825396825398,0,large,moderate,low,2025-11-07T09:37:21.291822,af674a42-4859-4e15-a641-9da834ddbb09
5560886292,2024,100371.0,257.0,18248.0,0.08148939312576142,,0.1566707940920019,0.010518502398122676,0.8611318873098978,0.1612623045744065,2788.0833333333335,506.88888888888886,0,medium,moderate,low,2025-11-07T09:37:21.309027,af674a42-4859-4e15-a641-9da834ddbb09
5560886771,2024,89564.0,13064.0,16108.0,0.14001979408649246,,0.16871622146821658,0.13459018067362127,,,,,0,medium,moderate,healthy,2025-11-07T09:37:21.247811,151e5a04-14f6-48db-843e-9dad22f371d0
5560887027,2024,139200.0,-241.0,18322.0,0.05674898384107108,,0.18974985172604766,0.008445547644102895,0.6272513703993735,0.5942571785268415,3480.0,458.05,0,medium,moderate,low,2025-11-07T09:37:21.277563,af674a42-4859-4e15-a641-9da834ddbb09
5560889221,2024,90719.0,15559.0,19347.0,-0.02030365462767436,,0.2703264728849945,0.20630490901561585,1.0,0.0,2061.7954545454545,439.7045454545455,0,medium,declining,high,2025-11-07T09:37:21.249354,151e5a04-14f6-48db-843e-9dad22f371d0
5560889239,2025,51085.0,8479.0,9260.0,0.09952195116108786,,0.1344440227847495,0.11660812050953387,0.3986562150055991,1.5084269662921348,3005.0,544.7058823529412,0,medium,moderate,healthy,2025-11-07T09:37:21.264980,151e5a04-14f6-48db-843e-9dad22f371d0
5560895533,2024,81009.0,7742.0,28256.0,0.06680711151362506,,0.37952932527861905,0.16326361942307185,0.7128782218901756,0.4027641317875156,20252.25,7064.0,0,medium,moderate,high,2025-11-07T09:37:21.263463,151e5a04-14f6-48db-843e-9dad22f371d0
5560896390,2024,96884.0,4871.0,22578.0,0.049745197012284414,,0.2385548624582579,0.1362161302879599,0.6119849153789552,0.6340272037273615,3460.1428571428573,806.3571428571429,0,medium,flat,healthy,2025-11-07T09:37:21.242480,151e5a04-14f6-48db-843e-9dad22f371d0
5560900754,2024,51267.0,934.0,1753.0,0.05357557304154392,,0.04178757678975281,0.03023435627732409,0.8814432989690721,0.13450292397660818,1898.7777777777778,64.92592592592592,0,medium,moderate,low,2025-11-07T09:37:21.167602,151e5a04-14f6-48db-843e-9dad22f371d0
5560901836,2024,50606.0,2377.0,3194.0,-0.04487883740899046,,0.11246222669339885,0.07531041489358,0.9563318777292577,0.045662100456621,1686.8666666666668,106.46666666666667,0,medium,declining,healthy,2025-11-07T09:37:21.164376,151e5a04-14f6-48db-843e-9dad22f371d0
5560901851,2024,100750.0,21.0,2122.0,0.04372432610960453,,0.03904759365623927,2.301356010449983e-05,,,5597.222222222222,117.88888888888889,0,medium,flat,low,2025-11-07T09:37:21.308221,af674a42-4859-4e15-a641-9da834ddbb09
5560902115,2024,178974.0,6967.0,54006.0,-0.05651539317487386,,0.3490683247098476,0.12273928582265066,,,3977.2,1200.1333333333332,0,large,declining,healthy,2025-11-07T09:37:21.276344,af674a42-4859-4e15-a641-9da834ddbb09
5560906033,2024,119714.0,-110.0,-246.0,0.2928408292862481,,0.02494360012832579,0.0035769133050318836,0.7920489296636085,0.2625482625482625,4275.5,-8.785714285714286,0,medium,high,low,2025-11-07T09:37:21.266813,af674a42-4859-4e15-a641-9da834ddbb09
5560907023,2024,110024.0,6691.0,17186.0,0.051895484233091205,,0.15658784901268483,0.042980062381542186,0.9950170711451509,0.005007882778447556,2500.5454545454545,390.5909090909091,0,medium,moderate,low,2025-11-07T09:37:21.276644,af674a42-4859-4e15-a641-9da834ddbb09
5560907775,2024,54710.0,156.0,251.0,0.13016668646959917,,0.019381523564185772,0.011110770173475955,0.6891257995735608,0.4511138613861386,1953.9285714285713,8.964285714285714,0,medium,moderate,low,2025-11-07T09:37:21.263370,151e5a04-14f6-48db-843e-9dad22f371d0
5560908054,2024,153039.0,8641.0,82550.0,0.07144400013350283,,0.5488889201432566,0.16132044552807348,0.3846586162375636,1.5997077870794503,8502.166666666666,4586.111111111111,0,large,moderate,high,2025-11-07T09:37:21.310409,af674a42-4859-4e15-a641-9da834ddbb09
5560909854,2024,105973.0,689.0,10407.0,0.05319059094241374,,0.09936922637898178,0.042464421032681825,0.9896907216494846,0.010416666666666666,2584.7073170731705,253.8292682926829,0,medium,moderate,low,2025-11-07T09:37:21.279282,af674a42-4859-4e15-a641-9da834ddbb09
5560910712,2024,93519.0,681081.0,-113566.0,0.23772071707422393,,-0.50309858535761,3.2919335783854544,0.03153110139225759,30.71471835251363,2337.975,-2839.15,0,medium,high,high,2025-11-07T09:37:21.191464,151e5a04-14f6-48db-843e-9dad22f371d0
5560913070,2024,83338.0,-91.0,224.0,-0.026637674996592975,,0.036243415446636076,0.010287754282058938,0.7009345794392523,0.4266666666666667,1984.2380952380952,5.333333333333333,0,medium,declining,low,2025-11-07T09:37:21.234623,151e5a04-14f6-48db-843e-9dad22f371d0
5560913419,2024,120145.0,16517.0,20640.0,0.012467622733309813,,0.1885057165007329,0.15734767532452634,1.0,0.0,1026.8803418803418,176.4102564102564,0,medium,flat,high,2025-11-07T09:37:21.272835,af674a42-4859-4e15-a641-9da834ddbb09
5560914458,2024,64679.0,18190.0,17926.0,0.45796449910962367,,0.16353320536416568,0.39448320380252416,0.9965095986038395,0.0035026269702276708,4042.4375,1120.375,0,medium,high,high,2025-11-07T09:37:21.262891,151e5a04-14f6-48db-843e-9dad22f371d0
5560916065,2024,74825.0,816.0,4897.0,0.14960019879368924,,0.07763103762736816,0.012940331683568729,0.7402094717668488,0.35096893263611195,1592.0212765957447,104.19148936170212,0,medium,moderate,low,2025-11-07T09:37:21.193251,151e5a04-14f6-48db-843e-9dad22f371d0
5560920075,2024,182190.0,8457.0,14534.0,0.05109771252551765,,0.05805900744862591,0.030619616889902345,0.0,,3196.315789473684,254.98245614035088,0,large,moderate,low,2025-11-07T09:37:21.303148,af674a42-4859-4e15-a641-9da834ddbb09
5560921180,2024,52221.0,-346.0,5547.0,-0.013757606068973582,,0.13617965448530228,-0.001153652781622647,0.7825115055884286,0.27793648126365317,1273.6829268292681,135.29268292682926,0,medium,declining,loss-making,2025-11-07T09:37:21.249469,151e5a04-14f6-48db-843e-9dad22f371d0
5560926742,2024,86231.0,5961.0,11008.0,0.12334413507630781,,0.1278172570818717,0.07119905792538912,0.8230858468677494,0.2149400986610289,1874.586956521739,239.30434782608694,0,medium,moderate,healthy,2025-11-07T09:37:21.193754,151e5a04-14f6-48db-843e-9dad22f371d0
5560926841,2024,110874.0,735.0,2789.0,0.04367508238292239,,0.022880880157096092,0.01016572942118239,0.3248847926267281,2.078014184397163,7919.571428571428,199.21428571428572,0,medium,flat,low,2025-11-07T09:37:21.282077,af674a42-4859-4e15-a641-9da834ddbb09
5560926874,2024,94151.0,408.0,12562.0,-0.0533640999668874,,0.21570207103289252,0.002818283950066999,0.6930568079350766,0.4428831641946396,,,0,medium,declining,low,2025-11-07T09:37:21.223857,151e5a04-14f6-48db-843e-9dad22f371d0
5560928227,2024,84489.0,296.0,3035.0,0.07452261478738786,,0.0720873875401434,0.011107567979640024,0.8809710258418167,0.1351111111111111,3673.434782608696,131.95652173913044,0,medium,moderate,low,2025-11-07T09:37:21.187528,151e5a04-14f6-48db-843e-9dad22f371d0
5560931551,2024,84293.0,129.0,15689.0,0.3247965441943741,,0.14677127962717015,0.010697862402715742,0.750089432639336,0.3331743609309424,1960.3023255813953,364.8604651162791,0,medium,high,low,2025-11-07T09:37:21.167877,151e5a04-14f6-48db-843e-9dad22f371d0
5560931734,2024,70552.0,1455.0,3269.0,-0.11295891466845576,,0.08012357575466436,0.04385192758072353,0.9045112781954887,0.1055694098088113,5039.428571428572,233.5,0,medium,declining,low,2025-11-07T09:37:21.218922,151e5a04-14f6-48db-843e-9dad22f371d0
5560933011,2023,160014.0,8082.0,-1007.0,0.019641200742411824,,0.045259691159163486,0.07110687807731246,0.0,,2105.4473684210525,-13.25,0,large,flat,healthy,2025-11-07T09:37:21.300893,af674a42-4859-4e15-a641-9da834ddbb09
5560935214,2024,87684.0,8182.0,13312.0,0.04592277428992286,,0.1357015907390872,0.06947248806734421,0.9052471482889733,0.10467069892473119,1992.818181818182,302.5454545454545,0,medium,flat,healthy,2025-11-07T09:37:21.251147,151e5a04-14f6-48db-843e-9dad22f371d0
5560935966,2025,76135.0,5423.0,14110.0,0.018340622816083396,,0.16514345658917104,0.057767159650946066,0.9047716988893459,0.10525119345305751,1770.581395348837,328.1395348837209,0,medium,flat,healthy,2025-11-07T09:37:21.224357,151e5a04-14f6-48db-843e-9dad22f371d0
5560936667,2024,54125.0,40942.0,45612.0,0.253097587792956,,0.6811006600747739,-0.04628599616699984,0.42035208243881494,1.3789581205311543,,,0,medium,high,loss-making,2025-11-07T09:37:21.227713,151e5a04-14f6-48db-843e-9dad22f371d0
5560938432,2024,61905.0,473.0,5346.0,0.08778216249174009,,0.10274931484757248,0.013117900325092812,0.9662447257383966,0.034934497816593885,4127.0,356.4,0,medium,moderate,low,2025-11-07T09:37:21.246283,151e5a04-14f6-48db-843e-9dad22f371d0
5560940800,2024,80474.0,2324.0,4258.0,0.09684828527149203,,0.11606023921374616,0.0633370053775261,0.8848955803788247,0.1300768386388584,4023.7,212.9,0,medium,moderate,healthy,2025-11-07T09:37:21.262959,151e5a04-14f6-48db-843e-9dad22f371d0
5560942350,2024,129065.0,118.0,1888.0,0.01023988980598034,,0.06737173245224617,0.0013419153770294317,0.9262247838616715,0.07965152457996266,2633.9795918367345,38.53061224489796,0,medium,flat,low,2025-11-07T09:37:21.278097,af674a42-4859-4e15-a641-9da834ddbb09
5560942699,2024,138898.0,9298.0,12599.0,0.028702308704497526,,0.05135230615880645,0.03797084765697604,,,2394.793103448276,217.2241379310345,0,medium,flat,low,2025-11-07T09:37:21.299448,af674a42-4859-4e15-a641-9da834ddbb09
5560942848,2024,99253.0,3251.0,5441.0,0.07475680148504771,,0.0028127150785985217,0.007826972217156922,0.43478260869565216,1.3,1195.8192771084337,65.55421686746988,0,medium,moderate,low,2025-11-07T09:37:21.232344,151e5a04-14f6-48db-843e-9dad22f371d0
5560943770,2024,69795.0,3357.0,8146.0,0.2341789963675196,,0.1257615818049506,0.04188483516612679,0.9136394790952708,0.09452363090772693,2181.09375,254.5625,0,medium,high,low,2025-11-07T09:37:21.181858,151e5a04-14f6-48db-843e-9dad22f371d0
5560945098,2024,154879.0,15631.0,36879.0,0.1002486840815573,,0.21153594655162405,0.10901512016383705,0.9314814814814815,0.073558648111332,2868.1296296296296,682.9444444444445,0,large,moderate,healthy,2025-11-07T09:37:21.305342,af674a42-4859-4e15-a641-9da834ddbb09
5560945619,2024,131519.0,500.0,-6629.0,0.05218730241364278,,-0.008566463703134833,0.00333302373627789,0.9832869080779945,0.0169971671388102,1445.263736263736,-72.84615384615384,0,medium,moderate,low,2025-11-07T09:37:21.279464,af674a42-4859-4e15-a641-9da834ddbb09
5560947953,2024,61164.0,1344.0,9908.0,-0.024385611767841264,,0.17215148504527272,0.023238709392904032,0.8187759952465835,0.2213352685050798,1422.418604651163,230.41860465116278,0,medium,declining,low,2025-11-07T09:37:21.203951,151e5a04-14f6-48db-843e-9dad22f371d0
5560949934,2024,54637.0,5673.0,9293.0,0.10050591430456701,,0.10419910732296586,0.06320093129197618,0.9825918762088974,0.017716535433070866,1476.6756756756758,251.16216216216216,0,medium,moderate,healthy,2025-11-07T09:37:21.249777,151e5a04-14f6-48db-843e-9dad22f371d0
5560950445,2024,59485.0,1.0,-922.0,0.08592016985903284,,0.060590038956475675,0.027345114464210885,0.6859827721221613,0.4577625570776256,2586.304347826087,-40.086956521739125,0,medium,moderate,low,2025-11-07T09:37:21.263192,151e5a04-14f6-48db-843e-9dad22f371d0
5560952144,2024,95032.0,74.0,-4595.0,-0.13070777101497844,,0.03245096544444,0.01212258561864518,0.9433502538071066,0.060051657339647006,1667.2280701754387,-80.6140350877193,0,medium,declining,low,2025-11-07T09:37:21.229566,151e5a04-14f6-48db-843e-9dad22f371d0
5560952672,2024,70006.0,3501.0,5966.0,0.3322333053332769,,-0.32546253570813455,-0.4810390436821842,0.8592771515476829,0.16376887038001042,1591.0454545454545,135.5909090909091,0,medium,high,loss-making,2025-11-07T09:37:21.178930,151e5a04-14f6-48db-843e-9dad22f371d0
5560952920,2024,164948.0,8699.0,12602.0,0.08634516471563747,,0.08454207326039462,0.1425531864330623,0.9538461538461539,0.04838709677419355,3509.531914893617,268.1276595744681,0,large,moderate,healthy,2025-11-07T09:37:21.298585,af674a42-4859-4e15-a641-9da834ddbb09
5560957952,2024,155678.0,28488.0,14828.0,0.2035795689187474,,0.00424563297188679,1.0645898680572177,0.9687162891046386,0.03229398663697105,2552.0983606557375,243.08196721311475,0,large,high,high,2025-11-07T09:37:21.277293,af674a42-4859-4e15-a641-9da834ddbb09
5560959214,2024,109062.0,3130.0,17173.0,0.011283400995588444,,0.14823883157947798,0.0171030514123471,0.8384476534296029,0.19268030139935413,2097.346153846154,330.25,0,medium,flat,low,2025-11-07T09:37:21.267701,af674a42-4859-4e15-a641-9da834ddbb09
5560959693,2024,115045.0,18351.0,78280.0,0.029851573523066444,,0.723676381442349,0.133537100720603,0.7896054332437368,0.26645531793259364,19174.166666666668,13046.666666666666,0,medium,flat,healthy,2025-11-07T09:37:21.295917,af674a42-4859-4e15-a641-9da834ddbb09
5560961012,2020,108373.0,22.0,4408.0,1.7583219411830915,,0.1191439385140168,0.0471553448098241,0.9171087533156499,0.09038322487346348,4334.92,176.32,0,medium,high,low,2025-11-07T09:37:21.266226,af674a42-4859-4e15-a641-9da834ddbb09
5560961053,2024,194546.0,4273.0,6601.0,-0.031986973835676724,,0.0453042606963718,0.03830642202590355,0.7301841473178543,0.36951754385964913,3741.269230769231,126.9423076923077,0,large,declining,low,2025-11-07T09:37:21.302395,af674a42-4859-4e15-a641-9da834ddbb09
5560965112,2024,66407.0,2484.0,5169.0,-0.01227631618296321,,0.03265869602073299,0.006885079497116688,,,2554.1153846153843,198.80769230769232,0,medium,declining,low,2025-11-07T09:37:21.230994,151e5a04-14f6-48db-843e-9dad22f371d0
5560967118,2024,92261.0,10537.0,34948.0,0.1306871191388368,,0.2555789510259455,0.04443885391189486,0.5854448686798566,0.708102766798419,6150.733333333333,2329.8666666666663,0,medium,moderate,low,2025-11-07T09:37:21.245933,151e5a04-14f6-48db-843e-9dad22f371d0
5560970187,2024,182334.0,12162.0,25921.0,0.07982746477510427,,0.08583729864537917,0.03419627872135748,0.7680427980216009,0.30201077671178866,1704.056074766355,242.25233644859813,0,large,moderate,low,2025-11-07T09:37:21.302646,af674a42-4859-4e15-a641-9da834ddbb09
5560971672,2024,65418.0,3128.0,8623.0,0.04135285328038196,,0.1340827652748751,0.058438923034630205,0.8035064505458154,0.2445450802799506,1869.0857142857144,246.37142857142857,0,medium,flat,healthy,2025-11-07T09:37:21.263129,151e5a04-14f6-48db-843e-9dad22f371d0
5560971722,2024,67616.0,10168.0,23834.0,0.04124509529144893,,0.37963891910685854,0.14443476783888803,0.9451670492221372,0.058014031300593634,3073.4545454545455,1083.3636363636365,0,medium,flat,healthy,2025-11-07T09:37:21.261721,151e5a04-14f6-48db-843e-9dad22f371d0
5560972365,2024,84546.0,1788.0,37311.0,0.14853748157107471,,0.38102871573611974,0.034099134994770665,0.5727645124777664,0.7459182233096504,,,0,medium,moderate,low,2025-11-07T09:37:21.263599,151e5a04-14f6-48db-843e-9dad22f371d0
5560975319,2024,60207.0,,35186.0,0.026674948499364026,,0.598659380413529,,0.8899821540539237,0.12361803598525906,4013.8,2345.7333333333336,0,medium,flat,,2025-11-07T09:37:21.234062,151e5a04-14f6-48db-843e-9dad22f371d0
5560979493,2024,63443.0,213.0,7829.0,0.0070061261993781265,,0.1502597008861098,0.00018728878438202109,0.6182795698924731,0.6173913043478261,2187.6896551724135,269.9655172413793,0,medium,flat,low,2025-11-07T09:37:21.197414,151e5a04-14f6-48db-843e-9dad22f371d0
5560980202,2024,123578.0,5.0,-1613.0,-0.08054953448484459,,0.0012626494760198535,0.0027091112672829156,0.5926966292134831,0.6872037914691943,5372.956521739131,-70.13043478260869,0,medium,declining,low,2025-11-07T09:37:21.299746,af674a42-4859-4e15-a641-9da834ddbb09
5560981242,2024,58984.0,96.0,5708.0,0.023820680357802715,,0.09394599225601848,0.006042259367602395,0.95,0.05263157894736842,2808.761904761905,271.8095238095238,0,medium,flat,low,2025-11-07T09:37:21.243778,151e5a04-14f6-48db-843e-9dad22f371d0
5560981333,2024,133139.0,4193.0,14899.0,0.0329703147747038,,0.1462263532245897,0.04003817466867167,0.8721500721500721,0.14659166115155525,1799.1756756756758,201.33783783783784,0,medium,flat,low,2025-11-07T09:37:21.284958,af674a42-4859-4e15-a641-9da834ddbb09
5560981606,2024,87077.0,7920.0,26716.0,-0.12016795372096212,,0.20217652493572608,0.04374704570383346,0.5409650065687328,0.8485484049012032,7256.416666666667,2226.3333333333335,0,medium,declining,low,2025-11-07T09:37:21.167048,151e5a04-14f6-48db-843e-9dad22f371d0
5560982232,2024,62556.0,2625.0,2823.0,0.09725396152504318,,0.007388969316489599,0.01668942207007052,,,8936.57142857143,403.2857142857143,0,medium,moderate,low,2025-11-07T09:37:21.263516,151e5a04-14f6-48db-843e-9dad22f371d0
5560985599,2024,90116.0,13.0,4579.0,0.03301045026824423,,0.07946626313752288,0.02977544006729414,0.8842676311030742,0.130879345603272,2048.090909090909,104.06818181818183,0,medium,flat,low,2025-11-07T09:37:21.225984,151e5a04-14f6-48db-843e-9dad22f371d0
5560989211,2024,99503.0,2702.0,3595.0,-0.044179173210312395,,0.0341549942545622,0.006742381100261552,,,1381.986111111111,49.93055555555556,0,medium,declining,low,2025-11-07T09:37:21.225602,151e5a04-14f6-48db-843e-9dad22f371d0
5560990052,2024,73880.0,-20.0,661.0,-0.00945557527125196,,0.020136859771297727,-1.7204394205729854e-05,1.0,0.0,900.9756097560976,8.060975609756097,0,medium,declining,loss-making,2025-11-07T09:37:21.253999,151e5a04-14f6-48db-843e-9dad22f371d0
5560995721,2024,105340.0,318.0,21645.0,0.21662907094036,,0.1343653968055028,0.005533393080932377,0.7799472927647341,0.2821379204423284,1755.6666666666667,360.75,0,medium,high,low,2025-11-07T09:37:21.300929,af674a42-4859-4e15-a641-9da834ddbb09
5560997008,2025,142474.0,28.0,7228.0,-0.1418464504082192,,0.21799030822621787,0.09795126187236138,0.9965819269386883,0.0034297963558413717,3653.179487179487,185.33333333333334,0,medium,declining,healthy,2025-11-07T09:37:21.307125,af674a42-4859-4e15-a641-9da834ddbb09
5560998584,2024,100923.0,4859.0,27606.0,0.048060420070855425,,0.25326170286840943,0.051700288281295845,0.5360648206156288,0.8654460459680561,7208.785714285715,1971.857142857143,0,medium,flat,healthy,2025-11-07T09:37:21.273485,af674a42-4859-4e15-a641-9da834ddbb09
5560999210,2024,91519.0,10576.0,25126.0,0.11003264623845355,,0.1618958867957011,0.04023228222358924,0.8135095447870778,0.2292418772563177,3155.8275862068967,866.4137931034483,0,medium,moderate,low,2025-11-07T09:37:21.243072,151e5a04-14f6-48db-843e-9dad22f371d0
5561001024,2024,114960.0,6292.0,18734.0,0.04374803148850681,,0.17938933685106195,0.050277434640408035,0.8820362212432697,0.13374028856825748,1690.5882352941176,275.5,0,medium,flat,healthy,2025-11-07T09:37:21.301357,af674a42-4859-4e15-a641-9da834ddbb09
5561003483,2024,88673.0,3442.0,16298.0,0.05473998637682542,,0.1016861198933809,0.04853626293033957,,,5216.058823529412,958.7058823529412,0,medium,moderate,low,2025-11-07T09:37:21.262748,151e5a04-14f6-48db-843e-9dad22f371d0
5561003707,2024,141609.0,576.0,935.0,0.02934193966480203,,0.01002493667929364,0.008197371128957322,0.885,0.12994350282485875,20229.85714285714,133.57142857142858,0,medium,flat,low,2025-11-07T09:37:21.297687,af674a42-4859-4e15-a641-9da834ddbb09
5561005397,2024,56178.0,693.0,5519.0,0.11337909171908112,,0.06837163044947862,0.019429194662909592,0.9815573770491803,0.018789144050104383,2675.1428571428573,262.8095238095238,0,medium,moderate,low,2025-11-07T09:37:21.248783,151e5a04-14f6-48db-843e-9dad22f371d0
5561008417,2024,147000.0,7000.0,65000.0,0.04310750097988003,,0.4370044010837331,0.07989799201934814,0.6296296296296297,0.5882352941176471,8166.666666666667,3611.111111111111,0,medium,flat,healthy,2025-11-07T09:37:21.278517,af674a42-4859-4e15-a641-9da834ddbb09
5561008425,2024,160323.0,5268.0,9599.0,0.11134605388430985,0.09329329274209597,0.053229176134689284,0.02879495640874155,0.050746268656716415,18.705882352941178,8438.052631578947,505.2105263157895,0,large,moderate,low,2025-11-07T09:37:21.274515,af674a42-4859-4e15-a641-9da834ddbb09
5561008847,2024,50985.0,24504.0,16831.0,0.08114572305200785,,0.33178006447731156,0.2719710442886569,0.9987212276214834,0.0012804097311139564,4248.75,1402.5833333333333,0,medium,moderate,high,2025-11-07T09:37:21.252974,151e5a04-14f6-48db-843e-9dad22f371d0
5561010306,2025,66827.0,879.0,14241.0,0.013852700666135087,,0.19021653915876674,0.019722925134713937,0.8918669131238447,0.12124352331606218,1806.1351351351352,384.8918918918919,0,medium,flat,low,2025-11-07T09:37:21.251518,151e5a04-14f6-48db-843e-9dad22f371d0
5561012617,2024,112767.0,4456.0,-6294.0,0.04085017236051791,,-0.10283646717324584,-0.006929896532515708,0.28725701943844495,2.481203007518797,1911.3050847457625,-106.6779661016949,0,medium,flat,loss-making,2025-11-07T09:37:21.269122,af674a42-4859-4e15-a641-9da834ddbb09
5561012955,2024,153673.0,5338.0,17703.0,0.09235168444750386,,0.13083428601155025,0.06865434482924025,0.4271610355419043,1.3410374935798666,2478.5967741935488,285.5322580645161,0,large,moderate,healthy,2025-11-07T09:37:21.298833,af674a42-4859-4e15-a641-9da834ddbb09
5561016295,2024,195626.0,6399.0,104232.0,0.05848210449734781,,0.5177410031642531,0.0810354922235087,,,,,0,large,moderate,healthy,2025-11-07T09:37:21.267299,af674a42-4859-4e15-a641-9da834ddbb09
5561016311,2024,154152.0,8760.0,75335.0,0.04047237992176167,,0.4711229016905992,0.08936117540969889,0.4555812116424622,1.1949983327775926,5138.4,2511.1666666666665,0,large,flat,healthy,2025-11-07T09:37:21.295244,af674a42-4859-4e15-a641-9da834ddbb09
5561017137,2024,100142.0,14005.0,17070.0,0.4826756940408976,,0.1261031991854374,0.09242948629416595,0.9970149253731343,0.0029940119760479044,3453.1724137931033,588.6206896551724,0,medium,high,healthy,2025-11-07T09:37:21.302779,af674a42-4859-4e15-a641-9da834ddbb09
5561019836,2024,89926.0,2352.0,3102.0,0.01586606584718364,,0.03947753745306773,0.030018722018493028,0.9817073170731707,0.018633540372670808,2430.4324324324325,83.83783783783784,0,medium,flat,low,2025-11-07T09:37:21.166857,151e5a04-14f6-48db-843e-9dad22f371d0
5561022616,2024,120048.0,2006.0,3378.0,0.12241248769403845,,0.020845139431895785,0.014550043937989473,0.42764578833693306,1.3383838383838385,7061.64705882353,198.7058823529412,0,medium,moderate,low,2025-11-07T09:37:21.293263,af674a42-4859-4e15-a641-9da834ddbb09
5561022707,2024,172392.0,21392.0,27193.0,0.032146219011788935,,0.1847412481306879,0.14319975579519553,0.2553191489361702,2.9166666666666665,3667.9148936170213,578.5744680851063,0,large,flat,healthy,2025-11-07T09:37:21.276994,af674a42-4859-4e15-a641-9da834ddbb09
5561025692,2024,125928.0,23388.0,-8390.0,-0.016760053955636955,,-0.027494033686485425,0.13162419620514293,0.009177045095645434,107.96753688989784,1499.142857142857,-99.88095238095238,0,medium,declining,healthy,2025-11-07T09:37:21.282148,af674a42-4859-4e15-a641-9da834ddbb09
5561026948,2024,70521.0,13806.0,42492.0,0.05758702655633474,,0.5689439443006795,0.0786804183412879,0.5070494152452272,0.9721943659403774,,,0,medium,moderate,healthy,2025-11-07T09:37:21.219923,151e5a04-14f6-48db-843e-9dad22f371d0
5561028563,2024,75684.0,-292.0,-591.0,-0.05483944637196492,,-0.004931300326102546,-0.0033496700040209645,0.03333333333333333,29.0,10812.0,-84.42857142857143,0,medium,declining,loss-making,2025-11-07T09:37:21.262878,151e5a04-14f6-48db-843e-9dad22f371d0
5561028977,2024,61232.0,4622.0,13807.0,0.09847005868194025,,0.21480148086298026,0.06675217212049679,0.8991013715907299,0.11222163773452569,2783.272727272727,627.590909090909,0,medium,moderate,healthy,2025-11-07T09:37:21.262715,151e5a04-14f6-48db-843e-9dad22f371d0
5561029710,2024,52913.0,1008.0,2594.0,-0.07535711649149279,,0.13887735431921672,0.08723544889648083,0.9993939393939394,0.0006064281382656155,3112.529411764706,152.58823529411765,0,medium,declining,healthy,2025-11-07T09:37:21.256067,151e5a04-14f6-48db-843e-9dad22f371d0
5561030742,2024,185485.0,48732.0,75141.0,0.11621269644989196,,0.3752563813261841,0.20666689268510208,0.0,,,,0,large,moderate,high,2025-11-07T09:37:21.269963,af674a42-4859-4e15-a641-9da834ddbb09
5561031385,2024,54725.0,6.0,7545.0,0.16089460682171408,,0.1834335235677715,0.0019947446401823474,0.8455464308275427,0.1826671647366455,4975.0,685.909090909091,0,medium,high,low,2025-11-07T09:37:21.241004,151e5a04-14f6-48db-843e-9dad22f371d0
5561037838,2024,124779.0,4305.0,9706.0,-0.004469061234394611,-0.03880985273865811,0.04652498868101378,0.028630954890823634,0.1430722891566265,5.989473684210527,2546.5102040816328,198.0816326530612,0,medium,declining,low,2025-11-07T09:37:21.269018,af674a42-4859-4e15-a641-9da834ddbb09
5561038570,2024,72023.0,2740.0,3040.0,0.02634460948904227,,0.039330583192415634,0.027008224774461548,0.7230769230769231,0.3829787234042553,4501.4375,190.0,0,medium,flat,low,2025-11-07T09:37:21.165328,151e5a04-14f6-48db-843e-9dad22f371d0
5561038695,2024,53348.0,2677.0,4339.0,0.04230671028940147,,0.1310580733060059,0.07689389854959375,0.9524271844660194,0.04994903160040775,3556.5333333333333,289.2666666666667,0,medium,flat,healthy,2025-11-07T09:37:21.251316,151e5a04-14f6-48db-843e-9dad22f371d0
5561042275,2024,56169.0,669.0,11470.0,-0.008786550367051893,,0.17189404448058468,0.0027033007624921042,0.9845679012345679,0.01567398119122257,2674.714285714286,546.1904761904763,0,medium,declining,low,2025-11-07T09:37:21.216762,151e5a04-14f6-48db-843e-9dad22f371d0
5561043976,2024,87967.0,756.0,8846.0,0.05108556195508007,,0.08848556015719725,0.011144946827649308,0.9454545454545454,0.057692307692307696,3033.344827586207,305.0344827586207,0,medium,moderate,low,2025-11-07T09:37:21.263181,151e5a04-14f6-48db-843e-9dad22f371d0
5561046581,2024,152457.0,1422.0,9907.0,0.014970344591114015,,0.07231288561032836,0.0015326366588424884,0.465954606141522,1.146131805157593,2499.2950819672133,162.40983606557376,0,large,flat,low,2025-11-07T09:37:21.299130,af674a42-4859-4e15-a641-9da834ddbb09
5561046789,2024,101021.0,15765.0,26695.0,0.04897021295345705,,0.2796247983699646,0.16466590581095414,0.9769311997400698,0.02361353621019373,2886.3142857142857,762.7142857142857,0,medium,flat,high,2025-11-07T09:37:21.276576,af674a42-4859-4e15-a641-9da834ddbb09
